CGI_ID,SPID,evalue,Description,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10025994,O95995,0,Growth arrest-specific protein 8,,,,,,,
CGI_10025995,Q8WY64,1E-124,E3 ubiquitin-protein ligase MYLIP,CGI_10025995,574.597520191996,2.65324117499475,0.31294523533011,8.47829228713444,2.28523280899035E-17,1.04358964943893E-14
CGI_10025996,Q8NCN5,2E-80,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",CGI_10025996,268.074564077441,-1.51752855555875,0.369922190962089,-4.10229121862623,4.09078934765414E-05,0.000798182499369343
CGI_10025997,O35613,8E-35,Death domain-associated protein 6,,,,,,,
CGI_10025998,Q07263,2E-51,Neuronal acetylcholine receptor subunit alpha-3,,,,,,,
CGI_10026000,Q96P44,2E-17,Collagen alpha-1(XXI) chain,,,,,,,
CGI_10026001,P40427,2E-148,Homeobox protein extradenticle,CGI_10026001,1882.26783228595,0.694394331026947,0.228545162433685,3.03832434531811,0.00237897750896523,0.0180493625877979
CGI_10026002,A2SWM2,1E-15,Protein spinster homolog 2,CGI_10026002,123.976359347189,1.52543704088442,0.418451903538158,3.64542980444423,0.000266945275219166,0.00351166692640851
CGI_10026003,Q9HD20,0,Probable cation-transporting ATPase 13A1,,,,,,,
CGI_10026004,Q25532,9E-23,V-type proton ATPase subunit G,,,,,,,
CGI_10026005,P10155,5E-84,60 kDa SS-A/Ro ribonucleoprotein,,,,,,,
CGI_10026008,O42115,5E-23,Aristaless-related homeobox protein,,,,,,,
CGI_10026010,A9CB34,2E-14,Protein SFI1 homolog,,,,,,,
CGI_10026011,Q8TDI0,0,Chromodomain-helicase-DNA-binding protein 5,CGI_10026011,3717.49874931254,1.91617991491205,0.290988307887268,6.58507528644209,4.54654948954844E-11,6.41197200070141E-09
CGI_10026012,Q9DCF9,8E-88,Translocon-associated protein subunit gamma,,,,,,,
CGI_10026013,Q8WPA2,1E-15,Allatostatin-A receptor,,,,,,,
CGI_10026015,Q5EBF8,3E-19,Type-1 angiotensin II receptor-associated protein-like,,,,,,,
CGI_10026016,Q5XIS2,8E-41,Glycolipid transfer protein domain-containing protein 1,,,,,,,
CGI_10026019,Q9ESN6,2E-09,Tripartite motif-containing protein 2,,,,,,,
CGI_10026020,Q29RH4,4E-38,THO complex subunit 3,,,,,,,
CGI_10026021,Q9FWW9,1E-75,Flavin-containing monooxygenase FMO GS-OX-like 2,,,,,,,
CGI_10026022,Q5M8X5,1E-71,Trafficking protein particle complex subunit 2-like protein,,,,,,,
CGI_10026023,Q7YR26,0,DNA topoisomerase 1,,,,,,,
CGI_10026025,Q8IRG6,0,FACT complex subunit spt16,,,,,,,
CGI_10026026,O93603,1E-23,Thyrotropin-releasing hormone receptor,,,,,,,
CGI_10026028,P59222,1E-37,Scavenger receptor class F member 2,,,,,,,
CGI_10026029,P10079,3E-66,Fibropellin-1,,,,,,,
CGI_10026030,E1C1L6,6E-12,Ectonucleoside triphosphate diphosphohydrolase 5,,,,,,,
CGI_10026031,Q7XA72,3E-102,ABC transporter G family member 21,,,,,,,
CGI_10026034,Q55E58,3E-29,Probable serine/threonine-protein kinase pats1,,,,,,,
CGI_10026035,Q86YT6,0,E3 ubiquitin-protein ligase MIB1,,,,,,,
CGI_10026036,Q804S5,0,E3 ubiquitin-protein ligase mib1,,,,,,,
CGI_10026037,Q8TDN4,1E-54,CDK5 and ABL1 enzyme substrate 1,,,,,,,
CGI_10026038,Q8K2P6,1E-35,Rieske domain-containing protein,,,,,,,
CGI_10026039,A7YY53,3E-85,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,,,,,,,
CGI_10026041,O96790,1E-10,Serine protease inhibitor dipetalogastin,,,,,,,
CGI_10026042,Q9CQV5,2E-21,"28S ribosomal protein S24, mitochondrial",,,,,,,
CGI_10026043,Q9CQC9,3E-94,GTP-binding protein SAR1b,,,,,,,
CGI_10026046,Q5ZL16,0,WD repeat domain phosphoinositide-interacting protein 3,,,,,,,
CGI_10026047,Q8BH95,5E-122,"Enoyl-CoA hydratase, mitochondrial",,,,,,,
CGI_10026048,P05307,0,Protein disulfide-isomerase,CGI_10026048,3109.35292519475,0.998251638486402,0.297796948528064,3.35212178439205,0.000801947331797233,0.00803259664871436
CGI_10026049,Q5RD58,4E-164,.,CGI_10026049,518.37011989389,1.10448278177928,0.332362040977874,3.323131542127,0.000890129290153306,0.00868973669259165
CGI_10026051,P31396,1E-26,Probable nuclear hormone receptor HR3,CGI_10026051,370.770712015704,2.57685517126023,0.40666062834734,6.33662319790462,2.3485540378362E-10,2.681265859863E-08
CGI_10026052,P10155,3E-46,60 kDa SS-A/Ro ribonucleoprotein,,,,,,,
CGI_10026053,P10155,8E-71,60 kDa SS-A/Ro ribonucleoprotein,,,,,,,
CGI_10026054,P10155,1E-113,60 kDa SS-A/Ro ribonucleoprotein,,,,,,,
CGI_10026055,P96849,7E-10,"Flavin-dependent monooxygenase, reductase subunit",,,,,,,
CGI_10026056,P46781,5E-108,40S ribosomal protein S9,,,,,,,
CGI_10026057,A2VEI2,3E-144,"Calcium uptake protein 1 homolog, mitochondrial",,,,,,,
CGI_10026058,P12004,6E-136,Proliferating cell nuclear antigen,,,,,,,
CGI_10026060,Q761X5,8E-91,Netrin receptor UNC5C,,,,,,,
CGI_10026063,Q08BC4,2E-120,Uncharacterized protein C4orf37 homolog,,,,,,,
CGI_10026064,A8DZE7,1E-138,Short-chain dehydrogenase/reductase family 42E member 1,,,,,,,
CGI_10026065,A8DZE7,1E-81,Short-chain dehydrogenase/reductase family 42E member 1,,,,,,,
CGI_10026067,F7H9X2,5E-16,Tripartite motif-containing protein 2,,,,,,,
CGI_10026068,Q9DG02,0,Calcium/calmodulin-dependent protein kinase type II delta chain,,,,,,,
CGI_10026069,Q96RW7,3E-60,Hemicentin-1,,,,,,,
CGI_10026070,Q4TU93,4E-18,C-type mannose receptor 2,,,,,,,
CGI_10026071,Q96RW7,3E-16,Hemicentin-1,,,,,,,
CGI_10026072,P63329,0,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,CGI_10026072,502.726384586901,1.11077292521054,0.331713912299417,3.34858709274731,0.000812247475877953,0.00811824209866552
CGI_10026074,Q2Q421,2E-10,EGF-like module-containing mucin-like hormone receptor-like 2,,,,,,,
CGI_10026075,P34980,9E-19,Prostaglandin E2 receptor EP3 subtype,,,,,,,
CGI_10026076,O54904,4E-31,"Beta-1,3-galactosyltransferase 1",,,,,,,
CGI_10026077,Q9JJS6,7E-39,"Beta,beta-carotene 15,15'-monooxygenase",,,,,,,
CGI_10026078,Q05901,7E-42,Neuronal acetylcholine receptor subunit beta-3,,,,,,,
CGI_10026081,P44718,1E-11,Uncharacterized deoxyribonuclease HI_0454,,,,,,,
CGI_10026082,Q90YJ2,3E-17,Neuroglobin,,,,,,,
CGI_10026085,A6H603,4E-37,NACHT and WD repeat domain-containing protein 1,,,,,,,
CGI_10026087,Q9Y3C5,9E-67,RING finger protein 11,CGI_10026087,89.4670353534772,2.19851259120147,0.3347031655099,6.5685443633381,5.08094956177391E-11,7.11332938648348E-09
CGI_10026089,Q2YDE7,5E-40,.,,,,,,,
CGI_10026091,Q28224,3E-23,Insulin receptor substrate 1,,,,,,,
CGI_10026092,Q99836,5E-65,Myeloid differentiation primary response protein MyD88,CGI_10026092,133.294388954684,1.10147095609756,0.390021229246716,2.8241307741759,0.00474090367998095,0.0302698177703178
CGI_10026094,O14490,3E-22,Disks large-associated protein 1,CGI_10026094,834.349443825745,1.39770579000797,0.317902014717417,4.3966559672495,1.0993137674606E-05,0.000277797602897159
CGI_10026097,Q9NRA2,4E-104,Sialin,,,,,,,
CGI_10026098,Q9Y345,5E-153,Sodium- and chloride-dependent glycine transporter 2,,,,,,,
CGI_10026099,A8QMS7,2E-47,Myeloid differentiation primary response protein MyD88,CGI_10026099,715.358874460525,1.24553042777558,0.417172425714783,2.98564898109335,0.00282977259827186,0.0205404591696311
CGI_10026100,Q5XJ85,4E-09,Myeloid differentiation primary response protein MyD88,,,,,,,
CGI_10026101,C8BKC7,2E-30,Myeloid differentiation primary response protein MyD88,,,,,,,
CGI_10026102,O75095,2E-18,Multiple epidermal growth factor-like domains protein 6,,,,,,,
CGI_10026103,P59222,2E-12,Scavenger receptor class F member 2,CGI_10026103,88.6403621036976,-1.68109591587398,0.541380236607676,-3.10520370379206,0.00190148022004162,0.0152851595223798
CGI_10026105,P15043,2E-37,ATP-dependent DNA helicase recQ,,,,,,,
CGI_10026106,Q6AZB8,2E-20,Putative nuclease HARBI1,,,,,,,
CGI_10026109,Q9DGD1,5E-67,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",CGI_10026109,182.843394576821,-0.919947593448576,0.249132995374983,-3.69259636630594,0.000221976185537927,0.00306295197022837
CGI_10026110,D2GXS7,4E-08,Tripartite motif-containing protein 2,,,,,,,
CGI_10026114,P10895,8E-174,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1",,,,,,,
CGI_10026115,Q15111,3E-07,Inactive phospholipase C-like protein 1,,,,,,,
CGI_10026116,Q86WG5,0,Myotubularin-related protein 13,,,,,,,
CGI_10026119,Q9IAJ2,7E-06,Fez family zinc finger protein 1,,,,,,,
CGI_10026120,A5D8P8,4E-13,UPF0510 protein INM02,,,,,,,
CGI_10026121,P51661,8E-58,Corticosteroid 11-beta-dehydrogenase isozyme 2,CGI_10026121,83.6405290929882,1.12549185931337,0.417021998782634,2.69887886634012,0.00695734952440458,0.0398691257478578
CGI_10026122,Q60547,2E-63,Synaptonemal complex protein 3,,,,,,,
CGI_10026123,Q96GX9,9E-116,Probable methylthioribulose-1-phosphate dehydratase,,,,,,,
CGI_10026124,P08021,1E-15,FMRF-amide neuropeptides,,,,,,,
CGI_10026125,Q8TC57,2E-23,Uncharacterized protein C2orf65,,,,,,,
CGI_10026126,Q8K224,0,N-acetyltransferase 10,CGI_10026126,92.38668911848,-1.33122222374758,0.408077941487127,-3.26217638448262,0.00110560327629651,0.0101900388464041
CGI_10026127,Q9ULI1,3E-74,.,,,,,,,
CGI_10026129,Q13247,3E-16,Serine/arginine-rich splicing factor 6,,,,,,,
CGI_10026130,P23416,1E-84,Glycine receptor subunit alpha-2,,,,,,,
CGI_10026131,Q9JLL0,4E-07,Cysteine-rich motor neuron 1 protein,,,,,,,
CGI_10026132,P24456,7E-10,Cytochrome P450 2D10,,,,,,,
CGI_10026133,P05177,5E-37,Cytochrome P450 1A2,,,,,,,
CGI_10026134,Q6JZS3,1E-37,Cytochrome P450 1A1,,,,,,,
CGI_10026136,O00338,1E-32,Sulfotransferase 1C2,,,,,,,
CGI_10026137,Q501L1,3E-100,Peptidase M20 domain-containing protein 2,,,,,,,
CGI_10026139,E1BD59,2E-15,E3 ubiquitin-protein ligase TRIM56,,,,,,,
CGI_10026140,P47813,5E-49,"Eukaryotic translation initiation factor 1A, X-chromosomal",CGI_10026140,1675.13786261515,-0.806621679185206,0.30364310956168,-2.65647944506166,0.00789612644552575,0.0438978855725171
CGI_10026142,Q0V8E7,2E-09,Stimulated by retinoic acid gene 6 protein homolog,,,,,,,
CGI_10026143,A4QP81,1E-15,Putative ferric-chelate reductase 1,,,,,,,
CGI_10026144,O08912,0,Polypeptide N-acetylgalactosaminyltransferase 1,,,,,,,
CGI_10026145,Q8CFD1,1E-73,RNA-binding protein 45,,,,,,,
CGI_10026148,Q08420,7E-06,Extracellular superoxide dismutase [Cu-Zn],,,,,,,
CGI_10026152,Q24306,3E-15,Apoptosis 1 inhibitor,,,,,,,
CGI_10026153,Q9I926,2E-10,Fucolectin-6,,,,,,,
CGI_10026155,O75096,0,Low-density lipoprotein receptor-related protein 4,,,,,,,
CGI_10026159,P31580,5E-26,High choriolytic enzyme 1,CGI_10026159,47.7844772220615,-1.47459394020849,0.516204647045708,-2.85660725576134,0.00428195306804624,0.0280013160058394
CGI_10026160,P37167,1E-24,Actophorin,,,,,,,
CGI_10026162,Q9Z0E8,7E-15,Solute carrier family 22 member 5,,,,,,,
CGI_10026163,Q9J569,1E-11,.,,,,,,,
CGI_10026169,Q9VCA2,2E-57,Organic cation transporter protein,,,,,,,
CGI_10026170,O18017,2E-07,Bloom syndrome protein homolog,,,,,,,
CGI_10026171,Q9VCA2,1E-13,Organic cation transporter protein,,,,,,,
CGI_10026172,Q9VCA2,4E-34,Organic cation transporter protein,,,,,,,
CGI_10026173,P61024,8E-40,Cyclin-dependent kinases regulatory subunit 1,,,,,,,
CGI_10026177,Q9JIM4,1E-65,Dual specificity protein phosphatase 12,CGI_10026177,22.6970905660096,-1.18959726808803,0.416461705859944,-2.85643854248653,0.00428422936002635,0.0280066527352779
CGI_10026178,Q8TD19,3E-92,Serine/threonine-protein kinase Nek9,,,,,,,
CGI_10026179,Q9GKX2,1E-92,Dehydrogenase/reductase SDR family member 4,,,,,,,
CGI_10026181,O15182,2E-93,Centrin-3,CGI_10026181,209.255884647915,-0.849640188958058,0.326987178979473,-2.59838991733494,0.00936620711424979,0.0498456860297755
CGI_10026182,Q922Y0,3E-40,Dual specificity tyrosine-phosphorylation-regulated kinase 3,CGI_10026182,339.14369770508,-0.895913144538046,0.287973195105605,-3.11109908757133,0.00186392382942489,0.0150686325377604
CGI_10026183,Q6ZMW3,0,Echinoderm microtubule-associated protein-like 6,,,,,,,
CGI_10026184,Q96M34,6E-09,.,,,,,,,
CGI_10026185,Q96F63,1E-19,.,,,,,,,
CGI_10026186,Q11002,0,Calpain-A,CGI_10026186,1514.62511583784,1.05069472233906,0.233668559620477,4.4965173065884,6.90755594846833E-06,0.00018633885104307
CGI_10026194,Q96GP6,1E-30,Scavenger receptor class F member 2,,,,,,,
CGI_10026196,Q5USV7,2E-52,Growth/differentiation factor 8,CGI_10026196,102.256843551231,-3.30682988698074,0.438497515080272,-7.5412739485545,4.65402263515736E-14,1.17452834397787E-11
CGI_10026197,Q8UWD8,9E-46,Growth/differentiation factor 8,CGI_10026197,69.4312289397516,-1.68417068642346,0.552718136549068,-3.04706969982691,0.00231084119589972,0.0176722225428056
CGI_10026198,Q5UIP0,7E-156,Telomere-associated protein RIF1,,,,,,,
CGI_10026200,Q15485,2E-59,Ficolin-2,,,,,,,
CGI_10026201,Q15485,7E-47,Ficolin-2,,,,,,,
CGI_10026202,Q29041,1E-55,Ficolin-2,,,,,,,
CGI_10026203,Q9Z1P4,2E-28,Leucine-rich repeat-containing G-protein coupled receptor 5,,,,,,,
CGI_10026208,Q80X72,5E-26,Leucine-rich repeat-containing protein 15,,,,,,,
CGI_10026210,Q5JXM2,1E-12,UPF0624 protein C6orf186,CGI_10026210,94.693981202673,-1.59381160011725,0.32843731153071,-4.8527117479106,1.21784640351338E-06,4.51804526487169E-05
CGI_10026211,Q5R662,3E-12,Low-density lipoprotein receptor-related protein 12,,,,,,,
CGI_10026212,Q02858,5E-13,Angiopoietin-1 receptor,,,,,,,
CGI_10026214,Q5NVI9,3E-53,DnaJ homolog subfamily A member 1,,,,,,,
CGI_10026218,Q9JI19,1E-127,Acidic fibroblast growth factor intracellular-binding protein,,,,,,,
CGI_10026220,Q49LS8,2E-15,XK-related protein 6,CGI_10026220,1119.14162369595,1.74523666750205,0.355603114201742,4.90782166354126,9.20935356408654E-07,3.55403222050664E-05
CGI_10026222,Q575S8,2E-06,Cytoglobin-2,,,,,,,
CGI_10026223,P58390,2E-86,Small conductance calcium-activated potassium channel protein 2,,,,,,,
CGI_10026224,Q3ZBK1,4E-16,.,,,,,,,
CGI_10026225,Q19673,6E-40,Putative tyrosinase-like protein tyr-3,,,,,,,
CGI_10026226,Q19673,1E-46,Putative tyrosinase-like protein tyr-3,,,,,,,
CGI_10026227,P86952,9E-59,Tyrosinase-like protein,,,,,,,
CGI_10026228,P51909,3E-39,Apolipoprotein D,,,,,,,
CGI_10026229,P51909,8E-40,Apolipoprotein D,,,,,,,
CGI_10026230,P34269,3E-46,Putative tyrosinase-like protein tyr-1,,,,,,,
CGI_10026235,P86854,3E-10,Perlucin-like protein,,,,,,,
CGI_10026236,P51476,2E-07,Pinopsin,,,,,,,
CGI_10026238,P55215,8E-09,Caspase-2,,,,,,,
CGI_10026239,O42148,6E-26,Ornithine decarboxylase antizyme 1,,,,,,,
CGI_10026240,P42674,2E-29,Blastula protease 10,,,,,,,
CGI_10026241,P51892,0,DNA ligase 1,,,,,,,
CGI_10026242,Q05A80,3E-17,Caprin-2,,,,,,,
CGI_10026244,A2VDL9,4E-153,Transmembrane protein 184B,CGI_10026244,110.82406565164,2.21489881675018,0.441536459774033,5.01634410413968,5.26639712328765E-07,2.23967842183275E-05
CGI_10026245,Q5RCQ5,8E-86,UNC93-like protein MFSD11,,,,,,,
CGI_10026246,Q06A98,3E-52,Serine/arginine-rich splicing factor 2,,,,,,,
CGI_10026247,Q92543,3E-41,Sorting nexin-19,,,,,,,
CGI_10026248,Q54CE0,2E-08,Probable ATP-dependent RNA helicase ddx17,,,,,,,
CGI_10026249,Q80YR5,2E-20,Scaffold attachment factor B2,,,,,,,
CGI_10026252,Q5R452,2E-47,Scaffold attachment factor B1,,,,,,,
CGI_10026254,Q5PPV2,2E-160,Tektin-4,,,,,,,
CGI_10026255,Q3UCQ1,8E-147,Forkhead box protein K2,CGI_10026255,461.088426877115,0.859497097211182,0.285530861132735,3.01017232883848,0.00261099502902351,0.0193578989782261
CGI_10026256,Q5F201,0,WD repeat-containing protein 16,,,,,,,
CGI_10026257,Q9CQY1,4E-41,Ubiquitin-like protein ATG12,,,,,,,
CGI_10026258,Q8TBF5,7E-09,Phosphatidylinositol-glycan biosynthesis class X protein,CGI_10026258,295.798259013997,-0.883771916161605,0.272464658827914,-3.24362036516371,0.00118020933295365,0.0107233804212692
CGI_10026259,Q503V0,8E-39,Charged multivesicular body protein 6,,,,,,,
CGI_10026260,Q12830,5E-96,Nucleosome-remodeling factor subunit BPTF,,,,,,,
CGI_10026261,Q6P1B1,5E-149,Xaa-Pro aminopeptidase 1,,,,,,,
CGI_10026262,O54975,8E-20,Xaa-Pro aminopeptidase 1,,,,,,,
CGI_10026263,Q9NQW7,1E-70,Xaa-Pro aminopeptidase 1,,,,,,,
CGI_10026265,P81942,3E-54,Glutathione S-transferase P 1,,,,,,,
CGI_10026269,P56974,5E-24,"Pro-neuregulin-2, membrane-bound isoform",,,,,,,
CGI_10026270,B1AT66,7E-43,"Solute carrier family 16 (Monocarboxylic acid transporters), member 6",,,,,,,
CGI_10026271,Q8BGC3,2E-16,Monocarboxylate transporter 12,,,,,,,
CGI_10026272,Q90632,3E-29,Monocarboxylate transporter 3,,,,,,,
CGI_10026273,Q7RTX9,1E-36,Monocarboxylate transporter 14,,,,,,,
CGI_10026274,Q63569,0,26S protease regulatory subunit 6A,,,,,,,
CGI_10026275,Q2KID2,1E-92,Endonuclease III-like protein 1,,,,,,,
CGI_10026276,Q2KID2,7E-100,Endonuclease III-like protein 1,,,,,,,
CGI_10026278,O08618,7E-146,Phosphoribosyl pyrophosphate synthase-associated protein 2,,,,,,,
CGI_10026279,Q12829,4E-118,Ras-related protein Rab-40B,CGI_10026279,40.1690901867627,1.07356692473284,0.411062629052898,2.61168700060712,0.00900966991657039,0.0483642510494878
CGI_10026280,P47809,9E-170,Dual specificity mitogen-activated protein kinase kinase 4,CGI_10026280,93.1930213841071,1.53737713877108,0.358691547774725,4.28607015779648,1.81861575133449E-05,0.000410974052538345
CGI_10026281,O43490,3E-46,Prominin-1,CGI_10026281,221.254113191841,1.61251622289694,0.374991728002336,4.30013811634504,1.70691694212724E-05,0.000395394528381649
CGI_10026282,Q9H3J6,2E-24,"Probable peptide chain release factor C12orf65, mitochondrial",CGI_10026282,94.0216874072025,-1.1760828170473,0.290271436743357,-4.05166567624472,5.08542966525249E-05,0.000949742365915703
CGI_10026283,Q1MTD4,1E-28,Uncharacterized protein C18orf19 homolog A,,,,,,,
CGI_10026284,Q4R7K1,8E-119,mRNA cap guanine-N7 methyltransferase,,,,,,,
CGI_10026285,Q57664,9E-20,Putative UDP-glucose 4-epimerase,,,,,,,
CGI_10026286,Q8N554,1E-17,Zinc finger protein 276,,,,,,,
CGI_10026287,Q9KI14,4E-27,Serine-aspartate repeat-containing protein F,,,,,,,
CGI_10026288,Q9Z2E3,2E-13,Serine/threonine-protein kinase/endoribonuclease IRE2,,,,,,,
CGI_10026289,Q05921,5E-08,2-5A-dependent ribonuclease,,,,,,,
CGI_10026290,Q63ZK1,2E-27,Mitochondrial intermembrane space import and assembly protein 40-B,CGI_10026290,42.0894783010974,-1.33641621269466,0.392224777802252,-3.40727125956443,0.000656158807721744,0.00688841047186811
CGI_10026291,Q9ULJ7,1E-12,.,,,,,,,
CGI_10026293,Q61909,5E-148,Protein CBFA2T1,,,,,,,
CGI_10026294,Q6YHK3,5E-92,CD109 antigen,,,,,,,
CGI_10026295,Q9VZW5,6E-10,FMRFamide receptor,,,,,,,
CGI_10026297,Q9VZW5,3E-07,FMRFamide receptor,,,,,,,
CGI_10026298,P14046,2E-07,Alpha-1-inhibitor 3,,,,,,,
CGI_10026299,Q5ZLR5,1E-65,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",,,,,,,
CGI_10026301,Q5E9U9,8E-111,Nitrogen permease regulator 2-like protein,CGI_10026301,95.7729254306316,-1.29073865673257,0.311610261358845,-4.14215710068091,3.44054532863143E-05,0.000695359951561126
CGI_10026302,O02755,3E-09,CCAAT/enhancer-binding protein beta,CGI_10026302,87.0510838017397,2.09724166395886,0.574179173826992,3.65259096734634,0.000259607584134482,0.00342453470680837
CGI_10026303,P53567,2E-11,CCAAT/enhancer-binding protein gamma,CGI_10026303,853.869360427904,2.58117087084444,0.388671436639108,6.64100993158683,3.11541043436918E-11,4.49274978430081E-09
CGI_10026304,P53567,2E-18,CCAAT/enhancer-binding protein gamma,CGI_10026304,5279.75792124033,1.24326596919022,0.409607005600644,3.03526539387946,0.00240324112102898,0.0181759324532081
CGI_10026305,P53567,3E-29,CCAAT/enhancer-binding protein gamma,,,,,,,
CGI_10026306,Q5PQN9,2E-86,"39S ribosomal protein L38, mitochondrial",,,,,,,
CGI_10026308,Q9JLY0,6E-76,Suppressor of cytokine signaling 6,CGI_10026308,75.9225079285004,1.77596739705169,0.369808382369486,4.80239897666048,1.56775920369397E-06,5.5588979730546E-05
CGI_10026309,Q8R164,5E-97,Valacyclovir hydrolase,,,,,,,
CGI_10026310,Q8UUG8,9E-09,5-hydroxytryptamine receptor 2B,,,,,,,
CGI_10026311,D2GXS7,6E-06,Tripartite motif-containing protein 2,,,,,,,
CGI_10026312,Q8QZR1,8E-177,Tyrosine aminotransferase,CGI_10026312,215.85332576739,1.15068418244701,0.422793859017316,2.72161990507974,0.00649628133367902,0.038078700785158
CGI_10026314,A7E2Y6,2E-153,HEAT repeat-containing protein 7A,,,,,,,
CGI_10026315,Q8C2L6,6E-110,Transmembrane protein 161B,CGI_10026315,863.097859460555,2.99508666200497,0.335010432562001,8.94027878206649,3.88189810102266E-19,2.86364636836979E-16
CGI_10026316,Q8JHV9,3E-37,Baculoviral IAP repeat-containing protein 7-A,CGI_10026316,10202.7630333168,3.51838857059882,0.445001606262338,7.90646263088914,2.64805741732269E-15,8.00326919616955E-13
CGI_10026319,O75382,7E-06,Tripartite motif-containing protein 3,,,,,,,
CGI_10026321,Q9Y4B5,1E-29,.,,,,,,,
CGI_10026323,Q9R111,2E-153,Guanine deaminase,,,,,,,
CGI_10026325,Q9D7V9,1E-86,N-acylethanolamine-hydrolyzing acid amidase,,,,,,,
CGI_10026326,Q80Y44,3E-119,Probable ATP-dependent RNA helicase DDX10,,,,,,,
CGI_10026327,P43679,9E-58,Neuronal acetylcholine receptor subunit beta-3,,,,,,,
CGI_10026328,Q9P225,2E-92,"Dynein heavy chain 2, axonemal",,,,,,,
CGI_10026329,P98174,5E-87,"FYVE, RhoGEF and PH domain-containing protein 1",,,,,,,
CGI_10026330,Q96M96,3E-29,"FYVE, RhoGEF and PH domain-containing protein 4",,,,,,,
CGI_10026331,A5PLL1,1E-10,Ankyrin repeat domain-containing protein 34B,,,,,,,
CGI_10026332,A5PLL1,1E-10,Ankyrin repeat domain-containing protein 34B,,,,,,,
CGI_10026334,O70165,8E-59,Ficolin-1,,,,,,,
CGI_10026335,A4QNN3,6E-33,Ubiquitin carboxyl-terminal hydrolase 30,CGI_10026335,39.547239113058,1.44634563168251,0.437239716360565,3.3079008552137,0.000939980808023979,0.00905061842264052
CGI_10026336,Q8IW41,1E-149,MAP kinase-activated protein kinase 5,,,,,,,
CGI_10026337,Q5SSG5,6E-69,Ras-like protein family member 10B,,,,,,,
CGI_10026338,Q96C12,1E-08,Armadillo repeat-containing protein 5,,,,,,,
CGI_10026339,Q28D99,0,Glutamate decarboxylase-like protein 1,CGI_10026339,2313.99187289435,2.75272118347195,0.494912793556702,5.56203278498715,2.66650180646942E-08,1.73957498803005E-06
CGI_10026340,P61406,0,Telomerase-binding protein EST1A,,,,,,,
CGI_10026343,Q8QFX6,8E-06,Neuropilin-1a,,,,,,,
CGI_10026346,Q2YGT9,1E-62,60S ribosomal protein L6,,,,,,,
CGI_10026347,Q9WUJ3,5E-06,Myomegalin,,,,,,,
CGI_10026348,Q4V7V8,2E-66,tRNA-specific adenosine deaminase 2,,,,,,,
CGI_10026349,Q55CD9,9E-100,Probable NADH dehydrogenase,CGI_10026349,43.2668244443517,-0.966739795138479,0.353746274856314,-2.73286212139238,0.00627866097685017,0.0370879943135159
CGI_10026351,Q5ZKM1,5E-118,Putative rRNA methyltransferase 3,CGI_10026351,406.693135657971,-1.30337487816543,0.347892399761074,-3.74648850926484,0.000179327213898631,0.00256646022533891
CGI_10026353,O35379,0,Multidrug resistance-associated protein 1,,,,,,,
CGI_10026356,Q5M7S0,2E-119,Putative sodium-coupled neutral amino acid transporter 9,,,,,,,
CGI_10026357,Q8IWG1,0,.,,,,,,,
CGI_10026359,Q7T0M6,5E-88,Histone chaperone asf1a-B,,,,,,,
CGI_10026361,Q60HG0,5E-106,Fukutin,,,,,,,
CGI_10026362,Q9VR50,9E-102,Solute carrier family 35 member E1 homolog,,,,,,,
CGI_10026363,Q8BZ39,1E-54,Neuromedin-U receptor 2,,,,,,,
CGI_10026365,Q5R723,3E-164,Peptidyl-prolyl cis-trans isomerase E,CGI_10026365,45.0076884183795,-1.12579523098601,0.369372897249907,-3.04785553939634,0.00230480697159763,0.0176399379503957
CGI_10026366,Q96SB8,0,Structural maintenance of chromosomes protein 6,,,,,,,
CGI_10026367,Q96SB8,4E-12,Structural maintenance of chromosomes protein 6,,,,,,,
CGI_10026369,Q8C525,7E-07,Protein MB21D2,,,,,,,
CGI_10026371,Q9JK41,3E-11,High affinity copper uptake protein 1,,,,,,,
CGI_10026374,P83425,4E-06,Heavy metal-binding protein HIP,,,,,,,
CGI_10026375,Q5VWW1,8E-07,Complement C1q-like protein 3,,,,,,,
CGI_10026376,P83425,3E-06,Heavy metal-binding protein HIP,,,,,,,
CGI_10026377,P83425,2E-09,Heavy metal-binding protein HIP,,,,,,,
CGI_10026379,P83425,2E-09,Heavy metal-binding protein HIP,,,,,,,
CGI_10026380,Q6PGY5,7E-122,DnaJ homolog subfamily C member 21,,,,,,,
CGI_10026383,Q63787,2E-109,Phosphatidylinositol 3-kinase regulatory subunit alpha,,,,,,,
CGI_10026385,Q8R059,4E-167,UDP-glucose 4-epimerase,,,,,,,
CGI_10026386,Q0VCR1,2E-66,.,,,,,,,
CGI_10026387,Q5ZML7,5E-27,Lysosomal-associated transmembrane protein 4A,,,,,,,
CGI_10026388,P21783,1E-15,Neurogenic locus notch protein homolog,,,,,,,
